point,source,generation_rate_hz,t2_s,link_fidelity,swap_success,budget,memories,statuses_ok,base_paper_served,base_paper_repeaters,base_coord_served,base_coord_repeaters,unreachable_storage_heralded,median_wait_over_t2_storage_heralded,unreachable_storage_source,median_wait_over_t2_storage_source,unreachable_slowest_heralded,median_wait_over_t2_slowest_heralded,base_coord_kind,base_coord_d_served,base_coord_d_repeaters,base_coord_site_jaccard,base_coord_pairs_path_differs,base_coord_pairs_width_differs,base_coord_d_mean_hops,base_coord_d_mean_width,base_coord_d_mean_worst_link_km,wait_paper_storage_heralded_kind,wait_paper_storage_heralded_served,wait_paper_storage_heralded_repeaters,wait_paper_storage_heralded_d_served,wait_paper_storage_heralded_d_repeaters,wait_paper_storage_heralded_site_jaccard,wait_paper_storage_heralded_pairs_path_differs,wait_paper_storage_heralded_pairs_width_differs,wait_paper_storage_heralded_d_mean_hops,wait_paper_storage_heralded_d_mean_width,wait_paper_storage_heralded_d_mean_worst_link_km,wait_coord_storage_heralded_kind,wait_coord_storage_heralded_served,wait_coord_storage_heralded_repeaters,wait_coord_storage_heralded_d_served,wait_coord_storage_heralded_d_repeaters,wait_coord_storage_heralded_site_jaccard,wait_coord_storage_heralded_pairs_path_differs,wait_coord_storage_heralded_pairs_width_differs,wait_coord_storage_heralded_d_mean_hops,wait_coord_storage_heralded_d_mean_width,wait_coord_storage_heralded_d_mean_worst_link_km,wait_paper_storage_source_kind,wait_paper_storage_source_served,wait_paper_storage_source_repeaters,wait_paper_storage_source_d_served,wait_paper_storage_source_d_repeaters,wait_paper_storage_source_site_jaccard,wait_paper_storage_source_pairs_path_differs,wait_paper_storage_source_pairs_width_differs,wait_paper_storage_source_d_mean_hops,wait_paper_storage_source_d_mean_width,wait_paper_storage_source_d_mean_worst_link_km,wait_coord_storage_source_kind,wait_coord_storage_source_served,wait_coord_storage_source_repeaters,wait_coord_storage_source_d_served,wait_coord_storage_source_d_repeaters,wait_coord_storage_source_site_jaccard,wait_coord_storage_source_pairs_path_differs,wait_coord_storage_source_pairs_width_differs,wait_coord_storage_source_d_mean_hops,wait_coord_storage_source_d_mean_width,wait_coord_storage_source_d_mean_worst_link_km,wait_paper_slowest_heralded_kind,wait_paper_slowest_heralded_served,wait_paper_slowest_heralded_repeaters,wait_paper_slowest_heralded_d_served,wait_paper_slowest_heralded_d_repeaters,wait_paper_slowest_heralded_site_jaccard,wait_paper_slowest_heralded_pairs_path_differs,wait_paper_slowest_heralded_pairs_width_differs,wait_paper_slowest_heralded_d_mean_hops,wait_paper_slowest_heralded_d_mean_width,wait_paper_slowest_heralded_d_mean_worst_link_km,wait_coord_slowest_heralded_kind,wait_coord_slowest_heralded_served,wait_coord_slowest_heralded_repeaters,wait_coord_slowest_heralded_d_served,wait_coord_slowest_heralded_d_repeaters,wait_coord_slowest_heralded_site_jaccard,wait_coord_slowest_heralded_pairs_path_differs,wait_coord_slowest_heralded_pairs_width_differs,wait_coord_slowest_heralded_d_mean_hops,wait_coord_slowest_heralded_d_mean_width,wait_coord_slowest_heralded_d_mean_worst_link_km
lhs090,lhs,1216.5303790994485,0.012109040611850015,0.9759461040506288,0.8257894513144483,20,100,1,7,18,7,18,4,1.1965206943009432,4,1.1965206943009432,1,0.5404145233109154,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,3,7,-4,-11,0.3888888888888889,0,2,0.0,48.666666666666664,0.0,served_and_memory,3,7,-4,-11,0.3888888888888889,0,2,0.0,48.666666666666664,0.0,served_and_memory,3,7,-4,-11,0.3888888888888889,0,2,0.0,48.666666666666664,0.0,served_and_memory,3,7,-4,-11,0.3888888888888889,0,2,0.0,48.666666666666664,0.0,routing,6,20,-1,2,0.7272727272727273,1,3,-0.5,4.166666666666667,1.0,routing,6,20,-1,2,0.7272727272727273,1,3,-0.5,4.166666666666667,1.0
lhs090,lhs,1216.5303790994485,0.012109040611850015,0.9759461040506288,0.8257894513144483,10,100,1,4,9,3,7,2,1.253778092972411,2,1.253778092972411,0,0.5228109906442996,served_and_memory,-1,-2,0.3333333333333333,0,1,0.0,24.0,0.0,served_and_memory,3,7,-1,-2,0.3333333333333333,0,1,0.0,24.0,0.0,served_and_memory,3,7,-1,-2,0.3333333333333333,0,1,0.0,24.0,0.0,served_and_memory,3,7,-1,-2,0.3333333333333333,0,1,0.0,24.0,0.0,served_and_memory,3,7,-1,-2,0.3333333333333333,0,1,0.0,24.0,0.0,identical,4,9,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,3,7,-1,-2,0.3333333333333333,0,1,0.0,24.0,0.0
lhs091,lhs,1000.2993980558947,0.025256237627873594,0.9233081311493861,0.8584208724417475,1000000,100,1,9,39,5,15,6,1.0419545491940783,6,1.0419545491940783,0,0.4084071462511292,served_and_memory,-4,-24,0.38461538461538464,0,4,0.0,29.2,0.0,served_and_memory,5,16,-4,-23,0.41025641025641024,0,2,0.0,19.6,0.0,served_and_memory,4,11,-5,-28,0.28205128205128205,0,3,0.0,42.75,0.0,served_and_memory,5,16,-4,-23,0.41025641025641024,0,2,0.0,19.6,0.0,served_and_memory,4,11,-5,-28,0.28205128205128205,0,3,0.0,42.75,0.0,identical,9,39,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,5,15,-4,-24,0.38461538461538464,0,2,0.0,29.2,0.0
lhs091,lhs,1000.2993980558947,0.025256237627873594,0.9233081311493861,0.8584208724417475,20,100,1,6,20,5,15,3,0.7207761077207816,3,0.7207761077207816,0,0.32455531310421204,served_and_memory,-1,-5,0.75,0,3,0.0,9.6,0.0,served_and_memory,5,16,-1,-4,0.8,0,3,0.0,5.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,2,0.0,18.25,0.0,served_and_memory,5,16,-1,-4,0.8,0,3,0.0,5.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,2,0.0,18.25,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,5,15,-1,-5,0.75,0,1,0.0,9.6,0.0
lhs091,lhs,1000.2993980558947,0.025256237627873594,0.9233081311493861,0.8584208724417475,10,100,1,3,7,3,7,0,0.2068078606923295,0,0.2068078606923295,0,0.0850794762825365,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs092,lhs,14133.571601098918,0.05037823472295066,0.9302661297088841,0.929839069464564,1000000,100,1,11,53,11,53,2,0.4684182530891247,0,0.1347286342354629,0,0.17501254725444115,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,routing,11,47,0,-6,0.8518518518518519,1,3,0.2727272727272727,-2.272727272727273,-0.3896103896103902,served_and_memory,10,46,-1,-7,0.8679245283018868,0,4,0.0,-1.2,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,6,0.0,0.0,0.0,identical,11,53,0,0,1.0,0,0,0.0,0.0,0.0,identical,11,53,0,0,1.0,0,0,0.0,0.0,0.0
lhs092,lhs,14133.571601098918,0.05037823472295066,0.9302661297088841,0.929839069464564,20,100,1,7,18,7,18,0,0.4192303596988301,0,0.10728923311921885,0,0.12058673251448028,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,identical,7,18,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0
lhs092,lhs,14133.571601098918,0.05037823472295066,0.9302661297088841,0.929839069464564,10,100,1,5,10,5,10,1,0.2607762713875203,1,0.09006336682944112,1,0.09087189953595981,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0
lhs093,lhs,2569.220104838748,0.030475968627115664,0.9304153741365596,0.6659648979870378,1000000,100,1,7,26,5,15,3,0.4310756573770547,0,0.2873026835062097,0,0.1502155990694182,served_and_memory,-2,-11,0.5769230769230769,0,3,0.0,9.6,0.0,served_and_memory,6,20,-1,-6,0.7692307692307693,0,4,0.0,0.0,0.0,served_and_memory,5,15,-2,-11,0.5769230769230769,0,3,0.0,9.6,0.0,memory_only,7,26,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,5,15,-2,-11,0.5769230769230769,0,3,0.0,9.6,0.0,memory_only,7,26,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,5,15,-2,-11,0.5769230769230769,0,3,0.0,9.6,0.0
lhs093,lhs,2569.220104838748,0.030475968627115664,0.9304153741365596,0.6659648979870378,20,100,1,6,20,5,15,1,0.37895958789512096,0,0.25271816649253653,0,0.16218028343732355,served_and_memory,-1,-5,0.75,0,3,0.0,14.6,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,5,15,-1,-5,0.75,0,3,0.0,14.6,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,5,15,-1,-5,0.75,0,1,0.0,14.6,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,5,15,-1,-5,0.75,0,3,0.0,14.6,0.0
lhs093,lhs,2569.220104838748,0.030475968627115664,0.9304153741365596,0.6659648979870378,10,100,1,3,7,3,7,0,0.13615434870394605,0,0.10680268409167859,0,0.0470191413074118,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs094,lhs,3741.691757875658,0.004327619837627786,0.9738561559304709,0.7859233598776556,1000000,100,1,5,15,5,15,4,2.0314772722018892,4,1.1701024504969852,2,0.889947269544966,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0
lhs094,lhs,3741.691757875658,0.004327619837627786,0.9738561559304709,0.7859233598776556,20,100,1,5,15,5,15,4,2.0314772722018892,4,1.1701024504969852,2,0.889947269544966,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-11,0.26666666666666666,0,1,0.0,36.5,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0
lhs094,lhs,3741.691757875658,0.004327619837627786,0.9738561559304709,0.7859233598776556,10,100,1,3,7,3,7,1,0.9588262867889447,1,0.6612603365278104,0,0.3311182426190382,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs095,lhs,1345.6125208399303,0.00642253457206398,0.9654772512380219,0.8979593446170827,1000000,100,1,11,53,11,53,11,3.8068859810886715,11,3.7764093078559138,7,1.8216947290712482,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,73.0,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,73.0,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,73.0,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,73.0,0.0,routing,6,27,-5,-26,0.48148148148148145,1,3,0.5,18.5,-1.0,routing,6,27,-5,-26,0.48148148148148145,1,3,0.5,18.5,-1.0
lhs095,lhs,1345.6125208399303,0.00642253457206398,0.9654772512380219,0.8979593446170827,20,100,1,6,20,6,20,6,2.293339856415404,6,2.2275685430342502,3,0.9783652197571837,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,5,16,-1,-4,0.8,0,3,0.0,5.0,0.0,served_and_memory,5,16,-1,-4,0.8,0,3,0.0,5.0,0.0
lhs095,lhs,1345.6125208399303,0.00642253457206398,0.9654772512380219,0.8979593446170827,10,100,1,4,9,3,7,3,1.9341732084508438,3,1.9341732084508438,1,0.7196841404989958,served_and_memory,-1,-2,0.3333333333333333,0,1,0.0,36.5,0.0,served_and_memory,2,4,-2,-5,0.4444444444444444,0,1,0.0,36.5,0.0,served_and_memory,2,4,-2,-5,0.4444444444444444,0,1,0.0,36.5,0.0,served_and_memory,2,4,-2,-5,0.4444444444444444,0,1,0.0,36.5,0.0,served_and_memory,2,4,-2,-5,0.4444444444444444,0,1,0.0,36.5,0.0,served_and_memory,3,7,-1,-2,0.3333333333333333,0,1,0.0,36.5,0.0,served_and_memory,3,7,-1,-2,0.3333333333333333,0,1,0.0,36.5,0.0
lhs096,lhs,177933.56615662307,0.004101060072833423,0.9779525568597353,0.7396244986189335,1000000,100,1,5,15,5,15,5,2.1437045999662367,1,0.7421003047987009,2,0.9391116905694524,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,1,2,-4,-13,0.13333333333333333,0,1,0.0,73.0,0.0,served_and_memory,1,2,-4,-13,0.13333333333333333,0,1,0.0,73.0,0.0,memory_only,5,15,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,5,15,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0
lhs096,lhs,177933.56615662307,0.004101060072833423,0.9779525568597353,0.7396244986189335,20,100,1,5,15,5,15,5,2.1437045999662367,1,0.7421003047987009,2,0.9391116905694524,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,1,2,-4,-13,0.13333333333333333,0,1,0.0,73.0,0.0,served_and_memory,1,2,-4,-13,0.13333333333333333,0,1,0.0,73.0,0.0,memory_only,5,15,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,5,15,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0,served_and_memory,3,7,-2,-8,0.4666666666666667,0,1,0.0,24.333333333333332,0.0
lhs096,lhs,177933.56615662307,0.004101060072833423,0.9779525568597353,0.7396244986189335,10,100,1,4,10,4,10,4,2.6735660004434623,1,0.8190375033611883,2,0.9432851554212133,identical,0,0,1.0,0,0,0.0,0.0,0.0,routing,1,2,-3,-8,0.09090909090909091,1,1,1.0,73.0,-63.333333333333336,routing,1,2,-3,-8,0.09090909090909091,1,1,1.0,73.0,-63.333333333333336,routing,3,7,-1,-3,0.5454545454545454,1,1,0.3333333333333333,24.333333333333332,-21.11111111111111,routing,3,7,-1,-3,0.5454545454545454,1,1,0.3333333333333333,24.333333333333332,-21.11111111111111,routing,3,7,-1,-3,0.5454545454545454,1,1,0.3333333333333333,24.333333333333332,-21.11111111111111,routing,3,7,-1,-3,0.5454545454545454,1,1,0.3333333333333333,24.333333333333332,-21.11111111111111
lhs097,lhs,7480.927730691721,0.003578431292789012,0.9813091671842156,0.5232811509162444,1000000,100,1,3,7,3,7,2,1.1595683471437497,1,0.6793432400384369,0,0.40044191382022115,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,1,2,-2,-5,0.2857142857142857,0,0,0.0,0.0,0.0,served_set_only,1,2,-2,-5,0.2857142857142857,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs097,lhs,7480.927730691721,0.003578431292789012,0.9813091671842156,0.5232811509162444,20,100,1,3,7,3,7,2,1.1595683471437497,1,0.6793432400384369,0,0.40044191382022115,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,1,2,-2,-5,0.2857142857142857,0,0,0.0,0.0,0.0,served_set_only,1,2,-2,-5,0.2857142857142857,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs097,lhs,7480.927730691721,0.003578431292789012,0.9813091671842156,0.5232811509162444,10,100,1,3,7,3,7,2,1.1595683471437497,1,0.6793432400384369,0,0.40044191382022115,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,1,2,-2,-5,0.2857142857142857,0,0,0.0,0.0,0.0,served_set_only,1,2,-2,-5,0.2857142857142857,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,served_set_only,2,4,-1,-3,0.5714285714285714,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs098,lhs,11591.396285720166,0.006952516379094856,0.9310743685526045,0.685768934136276,1000000,100,1,11,53,10,46,11,3.1597795067600445,5,0.876742868844886,7,1.2681484953500515,served_set_only,-1,-7,0.8679245283018868,0,0,0.0,0.0,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,73.0,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,73.0,0.0,served_and_memory,6,20,-5,-33,0.37735849056603776,0,1,0.0,12.166666666666666,0.0,served_and_memory,6,20,-5,-33,0.37735849056603776,0,1,0.0,12.166666666666666,0.0,served_and_memory,6,26,-5,-27,0.49056603773584906,0,3,0.0,18.5,0.0,served_and_memory,5,16,-6,-37,0.3018867924528302,0,2,0.0,19.6,0.0
lhs098,lhs,11591.396285720166,0.006952516379094856,0.9310743685526045,0.685768934136276,20,100,1,6,20,6,20,6,1.661148263722604,1,0.6047423917487009,1,0.7109082468089163,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,73.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,73.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,served_set_only,5,16,-1,-4,0.8,0,0,0.0,0.0,0.0,served_set_only,5,16,-1,-4,0.8,0,0,0.0,0.0,0.0
lhs098,lhs,11591.396285720166,0.006952516379094856,0.9310743685526045,0.685768934136276,10,100,1,5,10,3,7,4,1.8895961539391204,2,0.6821678932102301,2,0.6584617187394497,routing,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,36.5,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,36.5,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0
lhs099,lhs,99679.41526717378,0.020294463000058462,0.9262242127896946,0.7001192178749991,1000000,100,1,11,53,11,53,7,1.2047550519260974,0,0.23087792804430998,1,0.5765068717104322,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,5,16,-6,-37,0.3018867924528302,0,1,0.0,14.6,0.0,served_and_memory,5,16,-6,-37,0.3018867924528302,0,1,0.0,14.6,0.0,memory_only,11,53,0,0,1.0,0,4,0.0,0.0,0.0,identical,11,53,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,5,0.0,1.3,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,5,0.0,1.3,0.0
lhs099,lhs,99679.41526717378,0.020294463000058462,0.9262242127896946,0.7001192178749991,20,100,1,7,18,7,18,3,0.9052299531363462,0,0.1899994803374012,0,0.29934010646503206,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,5,16,-2,-2,0.8888888888888888,0,2,0.0,0.0,0.0,served_and_memory,5,16,-2,-2,0.8888888888888888,0,2,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,identical,7,18,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,2,0.0,0.0,0.0
lhs099,lhs,99679.41526717378,0.020294463000058462,0.9262242127896946,0.7001192178749991,10,100,1,5,10,5,10,2,0.7767083980164533,1,0.1899994803374012,1,0.22557708890990544,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0
lhs100,lhs,19033.291149965466,0.002283359437470663,0.9659662735498804,0.8818628763725278,1000000,100,1,2,4,2,4,2,1.6662372997939792,0,0.9194330279058869,0,0.5414870888202529,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs100,lhs,19033.291149965466,0.002283359437470663,0.9659662735498804,0.8818628763725278,20,100,1,2,4,2,4,2,1.6662372997939792,0,0.9194330279058869,0,0.5414870888202529,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs100,lhs,19033.291149965466,0.002283359437470663,0.9659662735498804,0.8818628763725278,10,100,1,2,4,2,4,2,1.6662372997939792,0,0.9194330279058869,0,0.5414870888202529,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,0,0,-2,-4,0.0,0,0,,,,served_set_only,0,0,-2,-4,0.0,0,0,,,,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs101,lhs,50996.22106440492,0.04753638412819807,0.9870274090222848,0.656234040869006,1000000,100,1,14,55,14,55,3,0.8778591884836053,0,0.13026683567793595,0,0.26999443579549715,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,routing,13,48,-1,-7,0.8392857142857143,1,5,0.23076923076923078,1.0,-0.32967032967033016,routing,12,48,-2,-7,0.8392857142857143,1,7,0.25,5.25,-0.35714285714285765,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0
lhs101,lhs,50996.22106440492,0.04753638412819807,0.9870274090222848,0.656234040869006,20,100,1,9,20,7,18,1,0.5314991207733019,0,0.12710303593770841,0,0.24612510168325075,served_and_memory,-2,-2,0.46153846153846156,0,3,0.0,10.0,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,5.0,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,10.0,0.0,identical,9,20,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,10.0,0.0,identical,9,20,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,10.0,0.0
lhs101,lhs,50996.22106440492,0.04753638412819807,0.9870274090222848,0.656234040869006,10,100,1,5,10,5,10,1,0.4621390368235022,0,0.08625532658392707,1,0.18547525956682273,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,identical,5,10,0,0,1.0,0,0,0.0,0.0,0.0,identical,5,10,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0
