point,source,generation_rate_hz,t2_s,link_fidelity,swap_success,budget,memories,statuses_ok,base_paper_served,base_paper_repeaters,base_coord_served,base_coord_repeaters,unreachable_storage_heralded,median_wait_over_t2_storage_heralded,unreachable_storage_source,median_wait_over_t2_storage_source,unreachable_slowest_heralded,median_wait_over_t2_slowest_heralded,base_coord_kind,base_coord_d_served,base_coord_d_repeaters,base_coord_site_jaccard,base_coord_pairs_path_differs,base_coord_pairs_width_differs,base_coord_d_mean_hops,base_coord_d_mean_width,base_coord_d_mean_worst_link_km,wait_paper_storage_heralded_kind,wait_paper_storage_heralded_served,wait_paper_storage_heralded_repeaters,wait_paper_storage_heralded_d_served,wait_paper_storage_heralded_d_repeaters,wait_paper_storage_heralded_site_jaccard,wait_paper_storage_heralded_pairs_path_differs,wait_paper_storage_heralded_pairs_width_differs,wait_paper_storage_heralded_d_mean_hops,wait_paper_storage_heralded_d_mean_width,wait_paper_storage_heralded_d_mean_worst_link_km,wait_coord_storage_heralded_kind,wait_coord_storage_heralded_served,wait_coord_storage_heralded_repeaters,wait_coord_storage_heralded_d_served,wait_coord_storage_heralded_d_repeaters,wait_coord_storage_heralded_site_jaccard,wait_coord_storage_heralded_pairs_path_differs,wait_coord_storage_heralded_pairs_width_differs,wait_coord_storage_heralded_d_mean_hops,wait_coord_storage_heralded_d_mean_width,wait_coord_storage_heralded_d_mean_worst_link_km,wait_paper_storage_source_kind,wait_paper_storage_source_served,wait_paper_storage_source_repeaters,wait_paper_storage_source_d_served,wait_paper_storage_source_d_repeaters,wait_paper_storage_source_site_jaccard,wait_paper_storage_source_pairs_path_differs,wait_paper_storage_source_pairs_width_differs,wait_paper_storage_source_d_mean_hops,wait_paper_storage_source_d_mean_width,wait_paper_storage_source_d_mean_worst_link_km,wait_coord_storage_source_kind,wait_coord_storage_source_served,wait_coord_storage_source_repeaters,wait_coord_storage_source_d_served,wait_coord_storage_source_d_repeaters,wait_coord_storage_source_site_jaccard,wait_coord_storage_source_pairs_path_differs,wait_coord_storage_source_pairs_width_differs,wait_coord_storage_source_d_mean_hops,wait_coord_storage_source_d_mean_width,wait_coord_storage_source_d_mean_worst_link_km,wait_paper_slowest_heralded_kind,wait_paper_slowest_heralded_served,wait_paper_slowest_heralded_repeaters,wait_paper_slowest_heralded_d_served,wait_paper_slowest_heralded_d_repeaters,wait_paper_slowest_heralded_site_jaccard,wait_paper_slowest_heralded_pairs_path_differs,wait_paper_slowest_heralded_pairs_width_differs,wait_paper_slowest_heralded_d_mean_hops,wait_paper_slowest_heralded_d_mean_width,wait_paper_slowest_heralded_d_mean_worst_link_km,wait_coord_slowest_heralded_kind,wait_coord_slowest_heralded_served,wait_coord_slowest_heralded_repeaters,wait_coord_slowest_heralded_d_served,wait_coord_slowest_heralded_d_repeaters,wait_coord_slowest_heralded_site_jaccard,wait_coord_slowest_heralded_pairs_path_differs,wait_coord_slowest_heralded_pairs_width_differs,wait_coord_slowest_heralded_d_mean_hops,wait_coord_slowest_heralded_d_mean_width,wait_coord_slowest_heralded_d_mean_worst_link_km
lhs001,lhs,28926.950711125424,0.059796059746219134,0.9253501635141934,0.6758579795561722,20,100,1,6,20,6,20,0,0.24632148967393266,0,0.06479424919825066,0,0.09949926570749554,identical,0,0,1.0,0,0,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0
lhs001,lhs,28926.950711125424,0.059796059746219134,0.9253501635141934,0.6758579795561722,10,100,1,5,10,5,10,1,0.21970424582979403,1,0.06786279647821596,1,0.07655965801045003,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,24.333333333333332,-25.0
lhs002,lhs,188743.03638420507,0.008630848694359726,0.991096155290906,0.6789837928954555,1000000,100,1,11,53,11,53,9,3.616656908818607,0,0.543251432005221,7,1.3555906019824817,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,60.5,0.0,served_and_memory,2,4,-9,-49,0.07547169811320754,0,2,0.0,60.5,0.0,memory_only,11,53,0,0,1.0,0,6,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,6,26,-5,-27,0.49056603773584906,0,4,0.0,12.166666666666666,0.0,served_and_memory,6,26,-5,-27,0.49056603773584906,0,4,0.0,12.166666666666666,0.0
lhs002,lhs,188743.03638420507,0.008630848694359726,0.991096155290906,0.6789837928954555,20,100,1,7,18,7,18,6,1.5221502166666094,0,0.4252400450715115,2,0.6149147972980353,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,2,4,-5,-14,0.2222222222222222,0,2,0.0,73.0,0.0,served_and_memory,2,4,-5,-14,0.2222222222222222,0,2,0.0,73.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,served_set_only,5,16,-2,-2,0.8888888888888888,0,0,0.0,0.0,0.0,served_set_only,5,16,-2,-2,0.8888888888888888,0,0,0.0,0.0,0.0
lhs002,lhs,188743.03638420507,0.008630848694359726,0.991096155290906,0.6789837928954555,10,100,1,5,10,5,10,3,2.5453370291885515,1,0.432769291301696,3,1.0215476481249797,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,24.0,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,24.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0
lhs003,lhs,7154.664332429424,0.019798995959387958,0.9216574466771971,0.6308487947157452,1000000,100,1,9,39,6,20,7,1.1095723651916225,0,0.36192455428510445,0,0.4064839768785922,served_and_memory,-3,-19,0.5128205128205128,0,2,0.0,16.333333333333332,0.0,served_and_memory,5,16,-4,-23,0.41025641025641024,0,3,0.0,24.6,0.0,served_and_memory,5,16,-4,-23,0.41025641025641024,0,3,0.0,24.6,0.0,memory_only,9,39,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,6,20,-3,-19,0.5128205128205128,0,2,0.0,16.333333333333332,0.0,memory_only,9,39,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,6,20,-3,-19,0.5128205128205128,0,2,0.0,16.333333333333332,0.0
lhs003,lhs,7154.664332429424,0.019798995959387958,0.9216574466771971,0.6308487947157452,20,100,1,6,20,6,20,2,0.7154915497160002,0,0.2773807493009574,0,0.28744344697674845,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,5,16,-1,-4,0.8,0,1,0.0,5.0,0.0,served_and_memory,5,16,-1,-4,0.8,0,1,0.0,5.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0
lhs003,lhs,7154.664332429424,0.019798995959387958,0.9216574466771971,0.6308487947157452,10,100,1,3,7,3,7,0,0.20957808507351686,0,0.12377580097052565,0,0.0723750779230371,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs004,lhs,21388.829803114437,0.005703579387976283,0.9971927589351323,0.8312279175819102,1000000,100,1,8,32,8,32,8,3.9757704008116637,4,0.8814522369836646,5,1.558218347040643,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,2,4,-6,-28,0.125,0,2,0.0,60.5,0.0,served_and_memory,2,4,-6,-28,0.125,0,2,0.0,60.5,0.0,served_and_memory,6,20,-2,-12,0.625,0,5,0.0,8.0,0.0,served_and_memory,6,20,-2,-12,0.625,0,5,0.0,8.0,0.0,served_and_memory,4,11,-4,-21,0.34375,0,2,0.0,24.0,0.0,served_and_memory,4,11,-4,-21,0.34375,0,2,0.0,24.0,0.0
lhs004,lhs,21388.829803114437,0.005703579387976283,0.9971927589351323,0.8312279175819102,20,100,1,6,20,6,20,5,2.4837059920068247,1,0.7147954262714888,3,0.9978105428395685,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,served_and_memory,2,4,-4,-16,0.2,0,2,0.0,60.5,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,4,11,-2,-9,0.55,0,3,0.0,18.25,0.0,served_and_memory,4,11,-2,-9,0.55,0,3,0.0,18.25,0.0
lhs004,lhs,21388.829803114437,0.005703579387976283,0.9971927589351323,0.8312279175819102,10,100,1,5,10,5,10,3,3.8516898390840497,2,0.8403070133385976,3,1.5458403548537392,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,24.0,0.0,served_and_memory,2,4,-3,-6,0.4,0,1,0.0,24.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0
lhs005,lhs,116317.40255939386,0.0028763018154118365,0.9320865651419203,0.7623614185023557,1000000,100,1,2,4,2,4,2,1.3227466753190718,0,0.6864530081198279,0,0.42986088869439704,identical,0,0,1.0,0,0,0.0,0.0,0.0,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs005,lhs,116317.40255939386,0.0028763018154118365,0.9320865651419203,0.7623614185023557,20,100,1,2,4,2,4,2,1.3227466753190718,0,0.6864530081198279,0,0.42986088869439704,identical,0,0,1.0,0,0,0.0,0.0,0.0,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs005,lhs,116317.40255939386,0.0028763018154118365,0.9320865651419203,0.7623614185023557,10,100,1,2,4,2,4,2,1.3227466753190718,0,0.6864530081198279,0,0.42986088869439704,identical,0,0,1.0,0,0,0.0,0.0,0.0,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,routing,1,0,-1,-4,0.0,1,0,-2.0,0.0,126.66666666666666,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0,identical,2,4,0,0,1.0,0,0,0.0,0.0,0.0
lhs006,lhs,25441.39356668445,0.05776947567384565,0.9478515414140215,0.8862496524180132,1000000,100,1,14,55,14,55,2,0.72235815034613,0,0.12183916536014416,0,0.2221685252071889,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,13,54,-1,-1,0.9818181818181818,0,5,0.0,1.0,0.0,served_and_memory,13,54,-1,-1,0.9818181818181818,0,3,0.0,1.0,0.0,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,14,55,0,0,1.0,0,2,0.0,0.0,0.0
lhs006,lhs,25441.39356668445,0.05776947567384565,0.9478515414140215,0.8862496524180132,20,100,1,9,20,9,20,1,0.43735114563828126,0,0.11401270425618168,0,0.20252732504033766,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,8,20,-1,0,1.0,0,3,0.0,3.125,0.0,served_and_memory,7,18,-2,-2,0.46153846153846156,0,3,0.0,5.0,0.0,identical,9,20,0,0,1.0,0,0,0.0,0.0,0.0,identical,9,20,0,0,1.0,0,0,0.0,0.0,0.0,identical,9,20,0,0,1.0,0,0,0.0,0.0,0.0,identical,9,20,0,0,1.0,0,0,0.0,0.0,0.0
lhs006,lhs,25441.39356668445,0.05776947567384565,0.9478515414140215,0.8862496524180132,10,100,1,5,10,5,10,1,0.38027727478619616,1,0.079674657374976,1,0.1526207929395736,identical,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0
lhs007,lhs,5831.210679018215,0.09012415922016286,0.9797240453235749,0.813052546408922,1000000,100,1,17,55,14,55,1,0.4922939798208982,0,0.18621814391639224,0,0.1719827746281768,served_and_memory,-3,0,1.0,0,4,0.0,1.8571428571428572,0.0,served_and_memory,16,55,-1,0,1.0,0,7,0.0,0.8125,0.0,served_and_memory,14,55,-3,0,1.0,0,4,0.0,1.8571428571428572,0.0,identical,17,55,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,14,55,-3,0,1.0,0,4,0.0,1.8571428571428572,0.0,memory_only,17,55,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,14,55,-3,0,1.0,0,4,0.0,1.8571428571428572,0.0
lhs007,lhs,5831.210679018215,0.09012415922016286,0.9797240453235749,0.813052546408922,20,100,1,10,20,7,18,0,0.386122150700028,0,0.15156349576497963,0,0.1298197672904257,served_and_memory,-3,-2,0.46153846153846156,0,3,0.0,5.0,0.0,memory_only,10,20,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,7,18,-3,-2,0.46153846153846156,0,3,0.0,5.0,0.0,identical,10,20,0,0,1.0,0,0,0.0,0.0,0.0,served_and_memory,7,18,-3,-2,0.46153846153846156,0,3,0.0,5.0,0.0,memory_only,10,20,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,7,18,-3,-2,0.46153846153846156,0,3,0.0,5.0,0.0
lhs007,lhs,5831.210679018215,0.09012415922016286,0.9797240453235749,0.813052546408922,10,100,1,5,10,4,9,1,0.17490182412545685,1,0.08833635938663512,1,0.050796211849916235,served_and_memory,-1,-1,0.9,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0
lhs008,lhs,9988.07115221235,0.04060842995576627,0.9551495869745595,0.5987019236958324,1000000,100,1,11,53,9,39,2,0.6020882080907906,0,0.18234452999717526,0,0.2881149896696626,served_and_memory,-2,-14,0.7358490566037735,0,2,0.0,0.0,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,4,0.0,-1.2,0.0,served_and_memory,9,39,-2,-14,0.7358490566037735,0,2,0.0,0.0,0.0,identical,11,53,0,0,1.0,0,0,0.0,0.0,0.0,served_set_only,9,39,-2,-14,0.7358490566037735,0,0,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,6,0.0,0.0,0.0,served_and_memory,9,39,-2,-14,0.7358490566037735,0,2,0.0,0.0,0.0
lhs008,lhs,9988.07115221235,0.04060842995576627,0.9551495869745595,0.5987019236958324,20,100,1,6,20,6,20,0,0.3627092830075962,0,0.12097555315382717,0,0.1465130280444517,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,4,0.0,0.0,0.0,memory_only,6,20,0,0,1.0,0,2,0.0,0.0,0.0,identical,6,20,0,0,1.0,0,0,0.0,0.0,0.0
lhs008,lhs,9988.07115221235,0.04060842995576627,0.9551495869745595,0.5987019236958324,10,100,1,3,7,3,7,0,0.10218163233758853,0,0.057199956146076016,0,0.03528710361172496,identical,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0,identical,3,7,0,0,1.0,0,0,0.0,0.0,0.0
lhs009,lhs,47273.87396323909,0.01081912743819176,0.9365086454311904,0.7239106558523658,1000000,100,1,11,53,11,53,9,2.181144906319956,0,0.4855730404729943,5,0.8149292293130912,memory_only,0,0,1.0,0,6,0.0,0.0,0.0,served_and_memory,3,7,-8,-46,0.1320754716981132,0,3,0.0,73.0,0.0,served_and_memory,3,7,-8,-46,0.1320754716981132,0,3,0.0,73.0,0.0,memory_only,11,53,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,11,53,0,0,1.0,0,6,0.0,0.0,0.0,served_and_memory,7,30,-4,-23,0.5660377358490566,0,4,0.0,12.142857142857142,0.0,served_and_memory,7,30,-4,-23,0.5660377358490566,0,4,0.0,12.142857142857142,0.0
lhs009,lhs,47273.87396323909,0.01081912743819176,0.9365086454311904,0.7239106558523658,20,100,1,7,18,7,18,4,2.0305166845089992,0,0.38262395527185544,2,0.8149292293130912,memory_only,0,0,1.0,0,4,0.0,0.0,0.0,served_and_memory,3,7,-4,-11,0.3888888888888889,0,2,0.0,32.0,0.0,served_and_memory,3,7,-4,-11,0.3888888888888889,0,2,0.0,32.0,0.0,memory_only,7,18,0,0,1.0,0,2,0.0,0.0,0.0,memory_only,7,18,0,0,1.0,0,2,0.0,0.0,0.0,routing,6,20,-1,2,0.7272727272727273,1,4,-0.5,0.0,1.0,routing,6,20,-1,2,0.7272727272727273,1,4,-0.5,0.0,1.0
lhs009,lhs,47273.87396323909,0.01081912743819176,0.9365086454311904,0.7239106558523658,10,100,1,5,10,5,10,3,2.0305166845089992,1,0.38262395527185544,1,0.8149292293130912,identical,0,0,1.0,0,0,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0
lhs010,lhs,40040.805237913395,0.0010520472188962264,0.9335986578605314,0.9465444684756131,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs010,lhs,40040.805237913395,0.0010520472188962264,0.9335986578605314,0.9465444684756131,20,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs010,lhs,40040.805237913395,0.0010520472188962264,0.9335986578605314,0.9465444684756131,10,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs011,lhs,16012.225934049675,0.0012032688624622596,0.9785443717993986,0.6274045965355135,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs011,lhs,16012.225934049675,0.0012032688624622596,0.9785443717993986,0.6274045965355135,20,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs011,lhs,16012.225934049675,0.0012032688624622596,0.9785443717993986,0.6274045965355135,10,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs012,lhs,2769.5591634893676,0.0017421507513094548,0.9944129200769886,0.6214243145723224,1000000,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs012,lhs,2769.5591634893676,0.0017421507513094548,0.9944129200769886,0.6214243145723224,20,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs012,lhs,2769.5591634893676,0.0017421507513094548,0.9944129200769886,0.6214243145723224,10,100,1,0,0,0,0,0,,0,,0,,identical,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,,identical,0,0,0,0,1.0,0,0,,,
lhs013,lhs,8596.42101213641,0.012248553127493423,0.9511837900345,0.7086550623604909,1000000,100,1,11,53,11,53,9,1.9961424480877588,2,0.63235656878983,3,0.955206484833292,memory_only,0,0,1.0,0,6,0.0,0.0,0.0,served_and_memory,3,7,-8,-46,0.1320754716981132,0,3,0.0,64.66666666666667,0.0,served_and_memory,3,7,-8,-46,0.1320754716981132,0,3,0.0,64.66666666666667,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,4,0.0,-1.2,0.0,served_and_memory,10,46,-1,-7,0.8679245283018868,0,4,0.0,-1.2,0.0,served_and_memory,9,39,-2,-14,0.7358490566037735,0,2,0.0,0.0,0.0,served_and_memory,9,39,-2,-14,0.7358490566037735,0,2,0.0,0.0,0.0
lhs013,lhs,8596.42101213641,0.012248553127493423,0.9511837900345,0.7086550623604909,20,100,1,7,18,6,20,4,1.4998633388978702,0,0.536203001177943,0,0.4959725978942092,routing,-1,2,0.7272727272727273,1,4,-0.5,0.0,1.0,served_and_memory,3,7,-4,-11,0.3888888888888889,0,2,0.0,40.333333333333336,0.0,served_and_memory,3,7,-4,-11,0.3888888888888889,0,2,0.0,40.333333333333336,0.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,routing,6,20,-1,2,0.7272727272727273,1,2,-0.5,0.0,1.0,memory_only,7,18,0,0,1.0,0,4,0.0,0.0,0.0,routing,6,20,-1,2,0.7272727272727273,1,2,-0.5,0.0,1.0
lhs013,lhs,8596.42101213641,0.012248553127493423,0.9511837900345,0.7086550623604909,10,100,1,5,10,3,7,3,1.793552148275096,1,0.536203001177943,1,0.7198256882484559,routing,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,served_set_only,4,9,-1,-1,0.9,0,0,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0,served_and_memory,4,9,-1,-1,0.9,0,2,0.0,0.0,0.0,routing,3,7,-2,-3,0.4166666666666667,1,1,0.6666666666666666,16.0,-25.0
lhs014,lhs,67255.88079087583,0.005951738017337095,0.9444311119247981,0.921897822813583,1000000,100,1,8,32,8,32,8,3.518586804351595,1,0.6887848201993221,6,1.2218784731736783,memory_only,0,0,1.0,0,2,0.0,0.0,0.0,served_and_memory,2,4,-6,-28,0.125,0,2,0.0,73.0,0.0,served_and_memory,2,4,-6,-28,0.125,0,2,0.0,73.0,0.0,memory_only,8,32,0,0,1.0,0,6,0.0,0.0,0.0,memory_only,8,32,0,0,1.0,0,6,0.0,0.0,0.0,served_and_memory,4,11,-4,-21,0.34375,0,3,0.0,42.75,0.0,served_and_memory,4,11,-4,-21,0.34375,0,3,0.0,42.75,0.0
